x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,train_C1
0.19357263,0.060169462,0.5427894,0.5160842,0.05366164,0.5936077,0.9673378,0.39029408,0.48095673,0.20018442,0.07194507,0.6192491
0.30731046,0.7883152,0.21492615,0.15358627,0.3332343,0.8901679,0.4924705,0.20460644,0.08427821,0.28065157,0.35193095,0.8245356
0.84479195,0.45898986,0.8389553,0.8168675,0.8373511,0.22677848,0.6506666,0.8177888,0.8391291,0.8021533,0.76678795,0.62958694
0.8044053,0.56404245,0.14767976,0.61678797,0.42051706,0.055599123,0.22502531,0.6150229,0.63135755,0.39682758,0.86331475,0.6395589
0.3555021,0.17252038,0.76585317,0.42057067,0.9090193,0.8431331,0.8793316,0.46987432,0.38627326,0.93394965,0.2630329,0.7938431
0.1411772,0.91604674,0.4765575,0.7847586,0.6885892,0.6396974,0.40884632,0.18656869,0.048560545,0.6091441,0.04353288,0.6533986
0.6984195,0.33907056,0.5947122,0.24479131,0.2005175,0.47728112,0.688152,0.7928692,0.80926687,0.06814485,0.58375424,0.6140113
0.5351805,0.81525505,0.89380467,0.0009213211,0.095039144,0.16302131,0.35748184,0.100988016,0.13951977,0.85092664,0.17568406,0.633322
0.12472878,0.42571756,0.019786993,0.9626954,0.60653687,0.9388418,0.51177144,0.9878209,0.87875336,0.3255538,0.69796294,0.85583055
0.37805405,0.6653377,0.72219247,0.33295065,0.76446706,0.51665175,0.04178687,0.6695946,0.55653775,0.15504362,0.97997165,0.6114201
0.96154076,0.08637693,0.34816325,0.63847476,0.2525387,0.36595762,0.8210768,0.3059235,0.30168402,0.6765421,0.39275324,0.62106574
0.96069866,0.6154883,0.6907915,0.41365018,0.1570649,0.23465237,0.9806121,0.33913007,0.0011573574,0.17139378,0.92363936,0.6290444
0.38720655,0.1323241,0.31675857,0.62371343,0.6685655,0.8984071,0.13882406,0.7028003,0.76186675,0.6303918,0.44591826,0.82984674
0.11025859,0.90417075,0.92538923,0.23786707,0.9524693,0.5699868,0.6649171,0.8921193,0.67781126,0.8340887,0.22786592,0.60802567
0.5423321,0.3563367,0.05137524,0.7916803,0.44054383,0.28134987,0.44812942,0.005285451,0.43272984,0.37121537,0.64064753,0.6262561
0.6918382,0.86427665,0.44448107,0.95406026,0.3584916,0.10770135,0.59792763,0.8221627,0.5092305,0.59229064,0.11535944,0.6366097
0.1560651,0.37912592,0.56263924,0.009553831,0.846991,0.75974256,0.25612387,0.2158631,0.254372,0.11379187,0.5150776,0.73791116
0.34701526,0.65487885,0.17957261,0.6298434,0.5005871,0.712568,0.78174865,0.37807584,0.18582527,0.41319227,0.7956386,0.7053623
0.80557734,0.109031335,0.79774255,0.34158704,0.012512569,0.43565315,0.06494427,0.52322537,0.9250539,0.8878148,0.33585995,0.6166902
0.8577209,0.9923737,0.24687634,0.10757205,0.7453558,0.3582067,0.56117845,0.7884923,0.60793835,0.29504788,0.29963586,0.62154406
0.30267665,0.2588412,0.8709094,0.92881036,0.24166676,0.5092661,0.34048423,0.17531088,0.3472244,0.7540501,0.8237456,0.6119346
0.19668819,0.51921344,0.38675994,0.30679262,0.39526007,0.96209556,0.8695069,0.48209316,0.2126318,0.7106763,0.6037925,0.87064594
0.6433949,0.22125944,0.5107738,0.7217809,0.89937973,0.18615395,0.023813065,0.61843824,0.95772374,0.24779981,0.01864953,0.6319812
0.62304014,0.74556994,0.9928817,0.5246644,0.80171,0.4851543,0.928494,0.30253384,0.10044755,0.96790195,0.73949414,0.61349493
0.037355512,0.010054716,0.12472322,0.4379761,0.3053991,0.64793766,0.20778404,0.6573691,0.85529363,0.48939905,0.13713734,0.6593536
0.46371832,0.76652074,0.6332476,0.8254436,0.089305796,0.81951284,0.73633844,0.99905485,0.7049598,0.037823662,0.4195818,0.7781728
0.8763667,0.47054946,0.265078,0.14500538,0.5851862,0.031855844,0.3906279,0.105369695,0.46573383,0.51244944,0.9579718,0.64087486
0.9185581,0.7910241,0.8276385,0.6586727,0.4921593,0.6681053,0.156363,0.9683512,0.34132466,0.07757517,0.9881654,0.6738276
0.49134916,0.46410847,0.19581205,0.37038526,0.995794,0.4488048,0.93957484,0.07370481,0.5786652,0.59904253,0.38544405,0.6158462
0.011460355,0.68908036,0.5617965,0.9907057,0.64889956,0.027106808,0.47348037,0.27082872,0.979246,0.9286702,0.16746028,0.6412116
0.57813644,0.047497734,0.4299511,0.046168353,0.14471792,0.87152606,0.6316928,0.6266864,0.22628345,0.40326652,0.7052421,0.8123931
0.6866869,0.5402998,0.074190676,0.20812163,0.05489123,0.5489588,0.28954765,0.4504036,0.83383524,0.6859719,0.05084161,0.60944074
0.22322232,0.21139959,0.95017314,0.76184285,0.55125654,0.33356687,0.5727438,0.58774066,0.08673583,0.14494276,0.57556003,0.6229911
0.2734837,0.9402777,0.30785868,0.37608838,0.8356511,0.13061556,0.106181085,0.7577735,0.4715716,0.32027394,0.856037,0.63521785
0.8161112,0.30067965,0.68382937,0.5860596,0.33983272,0.9711329,0.7643768,0.14366144,0.73429114,0.85736585,0.27125812,0.87638086
0.7705898,0.66058505,0.35944954,0.8552843,0.9180434,0.7994642,0.3619294,0.40988585,0.79899675,0.45196158,0.36033878,0.7647974
0.3268251,0.083302006,0.74127585,0.1747549,0.4065952,0.083093435,0.51623505,0.5540435,0.06166689,0.9734334,0.7594487,0.6379523
0.17402367,0.82804906,0.00081021525,0.5623136,0.19098684,0.3801457,0.05307019,0.8530056,0.3799723,0.5540373,0.53945756,0.6201737
0.72808075,0.4363456,0.88265574,0.4755343,0.7029876,0.7216352,0.8323765,0.24763669,0.63293016,0.028630145,0.079314336,0.71173304
0.506492,0.91329205,0.6136907,0.2779899,0.5975284,0.9186066,0.24511404,0.9229468,0.30707136,0.81231576,0.67878306,0.8428336
0.09092483,0.33402824,0.48770854,0.69294816,0.10897653,0.1983319,0.899404,0.03707413,0.5541736,0.27128223,0.20142603,0.6312562
0.40772668,0.57486904,0.75456524,0.070960596,0.26208487,0.27663082,0.4357709,0.37095505,0.887984,0.19368449,0.48392394,0.62652874
0.9943758,0.18514633,0.1285942,0.8921688,0.75008404,0.6220309,0.7150605,0.73360276,0.12525184,0.7307799,0.89731425,0.6403993
0.9732636,0.8825858,0.3977412,0.5778676,0.016772605,0.73773044,0.485375,0.54633653,0.5715208,0.12544224,0.5296021,0.7228058
0.43665132,0.36618778,0.51591474,0.3969797,0.5287062,0.39538255,0.6435712,0.4332158,0.3166101,0.6664709,0.10058704,0.6192076
0.06613913,0.60580796,0.22612986,0.7770846,0.87370807,0.06694679,0.17750433,0.22431009,0.24807553,0.8690544,0.31913435,0.6389067
0.5234653,0.15370777,0.8442844,0.18994664,0.36220035,0.78441244,0.96070015,0.8607168,0.98735875,0.33196196,0.81211615,0.7546483
0.74139166,0.6294058,0.64374405,0.055520184,0.4676557,0.6068666,0.11854776,0.060375944,0.063843206,0.61079156,0.46264005,0.6291015
0.16852517,0.11498852,0.2697265,0.9706081,0.95572215,0.26061583,0.7767597,0.9152718,0.824622,0.089324705,0.907158,0.62751955
0.32816175,0.85851496,0.9726193,0.35630345,0.67322016,0.21342576,0.31018448,0.74127346,0.74058294,0.38370448,0.6261192,0.63033736
0.76144075,0.40443403,0.098589934,0.6776414,0.18472792,0.9348029,0.593397,0.3476499,0.49543357,0.90910864,0.2426345,0.8532697
0.8408822,0.5094863,0.91489613,0.8808908,0.5730277,0.8573401,0.034691434,0.08140832,0.037676822,0.25178224,0.15361488,0.80314255
0.2565251,0.24272043,0.046722487,0.09297723,0.068901844,0.010109427,0.8139813,0.94501686,0.79259276,0.7928144,0.72276855,0.64215434
0.24435037,0.970866,0.7110496,0.70511144,0.2864009,0.46292388,0.3508442,0.65002406,0.6422711,0.7424688,0.94319946,0.61494184
0.65774643,0.26864547,0.34289515,0.26094788,0.790099,0.68527234,0.5051337,0.2631295,0.40297765,0.20537198,0.43410626,0.68615645
0.57678366,0.7606837,0.16858797,0.48577493,0.8799217,0.98820263,0.4178642,0.56444305,0.54568523,0.98518187,0.83851415,0.8871135
0.020625543,0.49590233,0.7926059,0.5393817,0.3840475,0.14488156,0.6971698,0.45808184,0.2849186,0.46371153,0.28510758,0.6343857
0.47805268,0.7201417,0.4652319,0.16155428,0.22904855,0.31644174,0.23352435,0.1359789,0.15034245,0.009067693,0.002168174,0.62406033
0.9240422,0.01593657,0.5892609,0.871411,0.72535044,0.53488916,0.88783056,0.7810678,0.8954885,0.5344763,0.6205143,0.61034286
0.9060244,0.71437126,0.026946418,0.3225878,0.31836638,0.17091715,0.6848074,0.1676073,0.771086,0.09435238,0.5903286,0.63289446
0.44187316,0.041722693,0.9029135,0.64395577,0.8225408,0.94600046,0.46800375,0.8118265,0.024041157,0.57285064,0.03631332,0.86042666
0.055550005,0.7969679,0.35479823,0.029620938,0.54052866,0.524318,0.99412435,0.5951007,0.40886238,0.8994423,0.25477678,0.6110134
0.5970331,0.43861827,0.7307843,0.9447389,0.03690204,0.3743534,0.15232006,0.48979244,0.6715297,0.42481926,0.8727588,0.62051713
0.6371632,0.96167856,0.7811853,0.8097637,0.13456775,0.04787091,0.802111,0.68066657,0.27909583,0.6422019,0.40192157,0.64000666
0.21073245,0.2910127,0.14934349,0.22271687,0.63039327,0.8346773,0.08532307,0.29485554,0.51636845,0.18320435,0.9714398,0.78817487
0.29230598,0.55016416,0.60855436,0.6027306,0.9749055,0.63174146,0.6109354,0.11305228,0.9169314,0.3515923,0.69046974,0.64754593
0.860279,0.1898318,0.47672436,0.4219337,0.4785321,0.4700605,0.2691478,0.9757607,0.1640382,0.81446606,0.18198475,0.61448234
0.78739876,0.8339481,0.5351721,0.12878706,0.77921593,0.2983472,0.8591239,0.7105071,0.3693831,0.4699601,0.21814781,0.62522626
0.37300646,0.4109307,0.4092051,0.8387358,0.2672242,0.58417267,0.013413865,0.31580007,0.6164179,0.9484616,0.6623017,0.6120071
0.12639272,0.6859513,0.83277816,0.4608165,0.111737326,0.88123995,0.54246426,0.028612114,0.95021373,0.5240773,0.8827859,0.8187115
0.71369797,0.07748215,0.20679198,0.5145153,0.62317926,0.2205332,0.32175362,0.8844082,0.18755145,0.049450114,0.49869254,0.62989336
0.55271727,0.5846562,0.2817268,0.7387924,0.7052277,0.42138708,0.7264275,0.19256121,0.8617069,0.7658596,0.7739732,0.61761034
0.107686035,0.16362533,0.66356826,0.29465985,0.21721941,0.6954981,0.3807332,0.82983756,0.12443118,0.30685887,0.34556636,0.6933588
0.39342213,0.93473965,0.0788386,0.9067632,0.43520617,0.77381206,0.9092753,0.5155548,0.4427187,0.22817633,0.06258875,0.7475529
0.9466705,0.324284,0.960669,0.11888062,0.9237642,0.12482644,0.18858138,0.40138105,0.6956239,0.6910543,0.5559351,0.6355536
0.9493411,0.73698676,0.30915263,0.9481483,0.44244957,0.5443378,0.538831,0.37222156,0.9182039,0.86482203,0.66519743,0.6097597
0.39806625,0.0034859208,0.6831667,0.019387051,0.9466264,0.32308322,0.31811988,0.72830796,0.15742509,0.34335068,0.20358963,0.6236396
0.104518205,0.7746004,0.074544616,0.65518147,0.666565,0.1508972,0.84670585,0.9295844,0.2763935,0.13675465,0.48603317,0.63405573
0.5475785,0.4766147,0.9485774,0.32017022,0.16294079,0.9972705,0.0009944029,0.034220748,0.52154267,0.66216224,0.8836781,0.8927891
0.7183239,0.9862472,0.5555815,0.43506485,0.010606593,0.67519784,0.9215164,0.85891074,0.41052806,0.3794682,0.358184,0.678977
0.1290854,0.2508228,0.43741164,0.59837705,0.50642973,0.45785382,0.20081916,0.24551573,0.665439,0.9205013,0.77303886,0.61525714
0.36788383,0.5258435,0.8204869,0.22803171,0.8489913,0.004414456,0.72987527,0.4113965,0.7688989,0.622108,0.5530887,0.6424284
0.784211,0.22978137,0.20232862,0.7975939,0.35261548,0.8468839,0.38417858,0.54850453,0.029615717,0.08501214,0.07719676,0.7962976
0.8649257,0.8719443,0.7529352,0.5032495,0.90525275,0.9256742,0.9895145,0.7510139,0.44100052,0.73847663,0.04121683,0.847454
0.29498935,0.38856336,0.12892146,0.46331227,0.39326242,0.20734929,0.14770976,0.14639278,0.70176715,0.21700877,0.58143985,0.63070464
0.20560384,0.64771473,0.6130623,0.83527875,0.23582104,0.25391302,0.67336595,0.44901508,0.86394846,0.26334274,0.8619979,0.62793195
0.6340005,0.10009745,0.4890292,0.13909149,0.7472644,0.5973567,0.45656085,0.5929134,0.118802205,0.7887459,0.2617182,0.62202185
0.59972876,0.62460554,0.007300066,0.11348379,0.5793129,0.79480785,0.62219995,0.26919603,0.9490107,0.005079481,0.98228055,0.7616349
0.060188167,0.13930486,0.8754698,0.9189769,0.09130321,0.07258099,0.28040904,0.63210326,0.194095,0.54610914,0.39506048,0.63855416
0.43869603,0.89454997,0.36693677,0.28145432,0.31124455,0.4003914,0.80653536,0.96232396,0.37201777,0.99673843,0.177009,0.6189442
0.9009064,0.3488524,0.7350952,0.74319744,0.7998012,0.74774367,0.08974502,0.07570373,0.61131126,0.45964703,0.69928575,0.72969145
0.9291837,0.9208226,0.1721656,0.20220804,0.14280896,0.11040343,0.3554507,0.99409574,0.73495084,0.89598805,0.72951746,0.63646626
0.4812214,0.34357226,0.8040109,0.7716782,0.6547449,0.77220595,0.5097397,0.10654463,0.49767822,0.4369863,0.1429094,0.746442
0.015980512,0.5678115,0.43803316,0.40142477,0.9977913,0.6942737,0.04613815,0.30001616,0.06999861,0.10635158,0.4254063,0.69250077
0.57411027,0.17607535,0.56985974,0.56464493,0.48628592,0.407589,0.8254266,0.6639151,0.8228916,0.56922853,0.9480514,0.6184565
0.66093314,0.6695957,0.92598325,0.6800895,0.34174144,0.23344582,0.22226694,0.47981963,0.24295868,0.34813434,0.2938569,0.62912387
0.24947007,0.090419866,0.05001249,0.34504724,0.8298055,0.88353294,0.8765698,0.6247401,0.9900037,0.8266368,0.83371204,0.82023185
0.25383535,0.81856537,0.6923336,0.9808725,0.549259,0.5868464,0.41343844,0.7828008,0.5780694,0.6542048,0.61372364,0.6140551
0.83625734,0.42875472,0.31635123,0.052080274,0.060764372,0.31188565,0.69274163,0.17721824,0.3154021,0.17957853,0.012831462,0.62437975
0.76460624,0.5318537,0.64050245,0.25657338,0.69711137,0.48391944,0.18113425,0.38071564,0.1555136,0.5203752,0.101667956,0.61355346
0.33329123,0.20472421,0.2586568,0.71828645,0.192987,0.63302666,0.9643296,0.5168014,0.8927893,0.061376695,0.5168912,0.64851135
0.16584092,0.9482508,0.99911577,0.08079405,0.4124377,0.83634466,0.49779826,0.82724386,0.5390843,0.48171884,0.7973654,0.7892785
0.73674226,0.306882,0.11728953,0.8862571,0.9161373,0.062355213,0.65599304,0.21481025,0.28617895,0.94459164,0.3220855,0.6391936
0.5285822,0.78500414,0.3863793,0.8611981,0.75596005,0.3608757,0.2979505,0.8979329,0.6478354,0.22447793,0.9218365,0.6213604
0.069313355,0.455953,0.5123502,0.16491978,0.26008448,0.52170503,0.5811597,0.0035001896,0.40080082,0.7029772,0.45961618,0.61113656
0.43201607,0.69557333,0.24548687,0.53697747,0.10313378,0.94376874,0.11509856,0.34152573,0.031591106,0.77761465,0.24163345,0.85896516
0.970569,0.05612623,0.8714691,0.49694914,0.59943426,0.15806577,0.7733081,0.69662046,0.7942534,0.3029926,0.6389105,0.63362855
0.99950516,0.7530926,0.60207057,0.033966083,0.36416927,0.045172818,0.057498816,0.5088562,0.47283176,0.8382638,0.7565575,0.6401374
0.4108923,0.48641887,0.48391584,0.996053,0.8678025,0.8222102,0.83680177,0.4042955,0.72769046,0.3597618,0.37490574,0.7800078
0.08627527,0.7272598,0.7736922,0.3659993,0.52676886,0.6500392,0.37318966,0.19123372,0.8311358,0.16013856,0.09196532,0.6608913
0.5038079,0.02494701,0.15551877,0.67183626,0.022585783,0.49812055,0.52749294,0.8351934,0.09190722,0.63476527,0.5385604,0.6126863
0.7312548,0.50041515,0.35643753,0.58367443,0.18275924,0.17212006,0.42432514,0.027040482,0.9809069,0.4173637,0.18881726,0.6328393
0.17914075,0.2356631,0.7304667,0.3872817,0.67912596,0.96087855,0.70361423,0.89000815,0.22019748,0.87636495,0.67972195,0.86985886
0.32413036,0.9804103,0.02756536,0.7516414,0.9576597,0.5074542,0.24050851,0.7045409,0.339148,0.58103913,0.9001556,0.6120768
0.76595473,0.2761758,0.901583,0.2114986,0.46184275,0.34382114,0.894797,0.3179821,0.58422923,0.11816167,0.46930763,0.62239045
0.8192798,0.6380345,0.08504819,0.47996792,0.79591316,0.42262557,0.47693244,0.11450188,0.88625336,0.7146036,0.38053215,0.6175357
0.27862534,0.12148125,0.95320255,0.5490795,0.28446263,0.7104051,0.63514155,0.97052693,0.13140748,0.23610581,0.9970491,0.70380545
0.2205488,0.85035926,0.28888395,0.1869972,0.06299723,0.7569844,0.16859983,0.68748724,0.3093157,0.28355223,0.71600753,0.7359816
0.682042,0.3984143,0.65705776,0.8498588,0.57499564,0.09432355,0.9518093,0.2920632,0.5485417,0.75817573,0.16052762,0.63736916
0.583256,0.8887884,0.83147436,0.90244466,0.71953654,0.2956742,0.09375876,0.60118896,0.3787646,0.041754637,0.56471425,0.62534106
0.014647212,0.37416062,0.20744526,0.067532144,0.23098707,0.5717374,0.751954,0.48773253,0.6394785,0.50075173,0.0576944,0.6079196
0.48672417,0.59913236,0.5348278,0.6954153,0.38995236,0.8995633,0.28591868,0.16930105,0.80164194,0.9564026,0.27624273,0.8306098
0.9158685,0.14526193,0.41081008,0.26675275,0.87795395,0.2486255,0.5691134,0.8063486,0.056549802,0.4935284,0.84722555,0.6282064
0.87904996,0.59317786,0.9730053,0.78821176,0.034934193,0.611491,0.866062,0.13843559,0.18019606,0.93218935,0.81698644,0.63257545
0.46836507,0.17025562,0.097019404,0.2481601,0.5464334,0.27109537,0.020364817,0.7745828,0.9272957,0.3911567,0.31033444,0.6268947
0.03419269,0.9267215,0.64512795,0.6124286,0.8244792,0.1931481,0.5489402,0.5693411,0.5153735,0.06551114,0.027355965,0.63154566
0.61791164,0.31815723,0.26916075,0.41612688,0.31255236,0.90866154,0.32824358,0.45696798,0.25265402,0.6026074,0.5989513,0.8364599
0.64803296,0.8400131,0.21888486,0.32839295,0.4805002,0.73063374,0.7487574,0.65565455,0.6727049,0.32378912,0.12838107,0.71794736
0.19938397,0.41901058,0.85071504,0.6342599,0.96900105,0.38633704,0.4030464,0.26128322,0.4353643,0.84525996,0.744286,0.6197466
0.29755855,0.67938274,0.3914975,0.004176055,0.6284551,0.089635506,0.9321282,0.08362086,0.0077011436,0.6739118,0.9647732,0.63757724
0.85454386,0.06889874,0.5233392,0.96629304,0.140382,0.80905855,0.21141683,0.938776,0.7606635,0.1485037,0.4089249,0.7711869
0.8102214,0.9541945,0.4646318,0.7329875,0.6173662,0.9811392,0.66049564,0.7362533,0.7101338,0.5577966,0.44484383,0.8826846
0.349686,0.28139168,0.5906181,0.304356,0.113674775,0.13586067,0.4437046,0.34864175,0.46303177,0.016768398,0.936361,0.63488376
0.15092625,0.5571447,0.16705175,0.9322083,0.27312988,0.33916318,0.9693504,0.057797216,0.09383421,0.4401456,0.655388,0.6227077
0.68867046,0.19894929,0.7930186,0.09732673,0.77724713,0.55955946,0.12755997,0.92163473,0.85656637,0.9772385,0.2249079,0.6087132
0.5450247,0.7054376,0.7184474,0.15033926,0.9295775,0.861993,0.7931911,0.2219755,0.2182066,0.19744776,0.50040984,0.806204
0.114884585,0.03455833,0.3366171,0.81329286,0.43326896,0.020625982,0.07638621,0.8668356,0.9555364,0.7189142,0.118389696,0.6415561
0.3840187,0.8064051,0.92135346,0.45111868,0.21131396,0.4426742,0.6025384,0.54058397,0.6018479,0.80049586,0.33685404,0.61623794
0.9555761,0.44628617,0.039511837,0.5203223,0.7071967,0.6591676,0.26073322,0.43494007,0.34888983,0.27509126,0.7828371,0.6674553
0.9666664,0.97539717,0.89031976,0.31109965,0.8656283,0.7851942,0.41998452,0.46813974,0.07861586,0.75289595,0.25221038,0.7551909
0.38123882,0.27339166,0.008474202,0.7262486,0.36931875,0.06613641,0.69928783,0.57378465,0.841343,0.28999183,0.87019026,0.6389755
